#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.1.22
#   Date published: 17 September 2016
#   Last modified: 31 August 2020
#
#   Copyright (c) 2016-2020 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information:
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#   Lv_page                   Zhuan li wan xiang ming yi jiao shi 篆隸萬象名義校釋
#   Zang_page                 Zhong gu Han zi liu bian 中古漢字流變
#
#   Entry_type:
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等，本文存
#
#   Abbreviations:
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   (白藤|白): Shirafuji's transliteration 
#   (宮澤|宮): Miyazawa's transliteration
#   (上田|上): Ueda's transliteration
#   呂: Lv's transliteration
#   臧: Zang's transliteration
#
#   References:
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuan li wan xiang ming yi jiao shi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Zang Kehe 臧克和, Zhong gu Han zi liu bian 中古漢字流變, Shanghai : Hua dong shi fan da xue chu ban she 華東師範大學出版社, 2008.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments:
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks	Lv_page	Zang_page
5_086_A62	v19#285	水	𣽍	Regular		渠致反。	b074b036			304	1496
5_086_B11	v19#285	水	沋	Regular		禹牛反。	b074b041			304	1496
5_086_B12	v19#285	水	涃	Regular		苦頓反。	b074b042			304	1496
5_086_B21	v19#285	水	溑	Regular		蘇果反。	b074b013			304	1495
5_086_B22	v19#285	水	浝	Regular		亡江反。	b074b043			304	1496
5_086_B31	v19#285	水	㳶	Regular		乃口反。	b074b044			304	1496
5_086_B32	v19#285	水	泈	Regular		之戎反。	b074b045			304	1496
5_086_B41	v19#285	水	洦	Regular		明白反。淺水。	△			304	#N/A
5_086_B42	v19#285	水	汘	Regular		青田反。	b074b046			304	1496
5_086_B51	v19#285	水	洍	Regular		才里反。又洍。〔𣲩：同上。〕	b074b051		掲出字：原作涇。有埋字B。	304	1496
5_086_B52	v19#285	水	汜	Embedded_clerical		𣲩：同上。	b071a102		埋字B。	304	1464
5_086_B53	v19#285	水	澥	Regular		霚灑反。谿也。	b074b054			304	1497
5_086_B61	v19#285	水	洪	Regular		胡公反。大也。	b074b052			304	1497
5_086_B62	v19#285	水	洚	Regular		胡江反。逆行水。	b074b053			304	1497
5_087_A11	v19#285	水	漠	Regular		摸各反。凶奴南界，定也，治也，清也。	b074b061			304	1497
5_087_A12	v19#285	水	海	Regular		呼亥反。百谷王，九夷八蠻六戎五狄曰四海。	b074b062			304	1497
5_087_A121	v19#285	水	𣴴	Songben-Yupian		#	b074b063			304	1497
5_087_A21	v19#285	水	𤃷	Regular		於感反。水大至。	b078b094			304	1546
5_087_A22	v19#285	水	𣶃	Regular		達驕反。〔潮：同上。〕	b074b065		有埋字B。	304	1497
5_087_A23	v19#285	水	潮	Embedded_clerical		潮：同上。	b074b071		埋字B。	304	1497
5_087_A31	v19#285	水	濥	Regular		余仞反。水脉湆行地中。	b074b072		掲出字：原作演。	304	1497
5_087_A32	v19#285	水	溥	Regular		怖古反。大也，廣也，遍也。	b074b064			304	1497
5_087_A41	v19#285	水	滔	Regular		勅高反。大水也，謾也，過。	b074b073			304	1498
5_087_A42	v19#285	水	涓	Regular		古玄反。小流也。	b074b074			304	1498
5_087_A51	v19#285	水	混	Regular		胡本反。濁也。	b074b081			304	1498
5_087_A52	v19#285	水	潒	Regular		徒黨反。二流也，洗也，流也。	b074b075			304	1498
5_087_A61	v19#285	水	潚	Regular		桑聊反。深清，水淬清。	b074b082			304	1498
5_087_A62	v19#285	水	漦	Regular		勅之反。龍所吐沫也。	b074b083		勅之：上田作“助之”，又云“原勅之誤”。呂、臧倶作“勑之”。	304	1498
5_087_B11	v19#285	水	汭	Regular		而贅反。水相入，水涯也。	b074b091			304	1498
5_087_B12	v19#285	水	演	Regular		翼忍反。長流也，引也，潤也，長也，正也，水門也。	b074b092			304	1498
5_087_B21	v19#285	水	渙	Regular		雇換反。盛皃，𩀌也，散也。	b074b093			304	1499
5_087_B22	v19#285	水	泌	Regular		鄙栗反。駃流。	b074b084			304	1498
5_087_B31	v19#285	水	活	Regular		胡栝反。光達反。水流。	b074b094		栝：原作“枯”。	305	1499
5_087_B311	v19#285	水	𣴠	Songben-Yupian		#	b074b101			305	1499
5_087_B32	v19#285	水	𣽅	Regular		古活反。水流。	b074b102			305	1499
5_087_B41	v19#285	水	湝	Regular		核皆反。風雨不止。	b074b103			305	1499
5_087_B42	v19#285	水	泫	Regular		胡犬反。淚流皃。	b074b104			305	1499
5_087_B51	v19#285	水	淲	Regular		被彪反。扶彪反。流皃。〔滮：同上。〕	b074b105		有埋字B。	305	1499
5_087_B52	v19#285	水	滮	Embedded_clerical		滮：同上。	b074b106		埋字B。	305	1499
5_087_B53	v19#285	水	淢	Regular		呼逼反。深也，疾流也。	b074b107			305	1499
5_087_B61	v19#285	水	滂	Regular		普旁反。沛也，廣也，浦也。	b075a011			305	1499
5_087_B62	v19#285	水	瀏	Regular		力周反。深皃，風疾皃。	b071a032			305	1461
5_088_A11	v19#285	水	濊	Regular		呼活反。澤注也，流也。	b071a033			305	1461
5_088_A12	v19#285	水	汪	Regular		烏光反。池也。	b071a034			305	1461
5_088_A21	v19#285	水	漻	Regular		胡江反。[＿]彫反。清也。	b071a041		反切：宋本《玉篇》作“胡巧力彫二切”。	305	1461
5_088_A22	v19#285	水	泚	Regular		且礼反。清也，測也，度也。	b071a042			305	1461
5_088_A31	v19#285	水	況	Regular		呼放反。寒水也。	b071a043			305	1461
5_088_A32	v19#285	水	沄	Regular		有門反。沆。	b071a051			305	1462
5_088_A41	v19#285	水	汎	Regular		扶弓反。又孚劒反。美哉。〔渢：同上。〕	b071a045		有埋字B。	305	1461
5_088_A42	v19#285	水	渢	Embedded_clerical		渢：同上。	b071a044		埋字B。	305	1461
5_088_A43	v19#285	水	沖	Regular		直中反。虚也，中也。	b071a052			305	1462
5_088_A51	v19#285	水	浩	Regular		胡道反。饒也，流也。	b071a053			305	1462
5_088_A52	v19#285	水	沆	Regular		何黨反。莽也，大澤也。	b071a054			305	1462
5_088_A61	v19#285	水	泬	Regular		古穴胡決反。水從穴出。	b071a055			305	1462
5_088_A62	v19#285	水	濞	Regular		普備反。	b071a061			305	1462
5_088_B11	v19#285	水	潝	Regular		虛及反。泊也。	b071a062			305	1462
5_088_B12	v19#285	水	灂	Regular		仕角反。雨水損物。	b071a064			305	1462
5_088_B21	v19#285	水	潐	Regular		子召反。水盡。	b071a065			305	1462
5_088_B22	v19#285	水	滕	Regular		達登反。登也，傳也，水上誦也。	b071a071			305	1463
5_088_B31	v19#285	水	澐	Regular		禹軍反。波溺。	b071a074			305	1463
5_088_B32	v19#285	水	瀾	Regular		力安反。清。	b071a072			305	1463
5_088_B41	v19#285	水	灡	Regular		同上。漪。	b071a073			305	1463
5_088_B42	v19#285	水	漣	Regular		力纏反。泣血。	b071a081			305	1463
5_088_B51	v19#285	水	淪	Regular		力均反。率也，小波也。	b071a082		波：原作彼，誤。	305	1463
5_088_B52	v19#285	水	潏	Regular		古穴反。水涌出。	b071a083			305	1463
5_088_B61	v19#285	水	洸	Regular		古黃反。武皃。	b071a091			305	1463
5_088_B62	v19#285	水	淙	Regular		在宗反。潰也，清也。	b071a092		在宗：原作“仕宗”，誤。宋本《玉篇》作“在宗”。	305	1464
5_089_A11	v19#285	水	波	Regular		博何反。瀾也，頗也，華也。	b071a093			305	1464
5_089_A12	v19#285	水	漂	Regular		芳妙反。流也，散也，浮也。	b071a094			305	1464
5_089_A21	v19#285	水	浮	Regular		扶尤反。汎水上也，行也，過也，輕也，漂也，氾也。	b071a095			305	1464
5_089_A22	v19#285	水	泓	Regular		烏宏反。清深。	b071a084			305	1463
5_089_A31	v19#285	水	氾	Regular		扶釼反。汎作也，淹也，濫也，清也，廣。	b071a101			305	1464
5_089_A32	v19#285	水	湍	Regular		恥丸反。瀬淺。	b078a013			306	1537
5_089_A41	v19#285	水	濫	Regular		力蹔反。汎也，清也，氾也。	△			306	#N/A
5_089_A42	v19#285	水	湋	Regular		胡飛反。圓渕也。	b071a103			306	1464
5_089_A51	v19#285	水	潿	Regular		同上。不濁流。	b071a104			306	1464
5_089_A52	v19#285	水	測	Regular		楚力反。度也，清也。	b071a105			306	1465
5_089_A61	v19#285	水	激	Regular		公的反。盛也，水耶疾也，感也，清也。	b071b012			306	1465
5_089_A62	v19#285	水	洞	Regular		達貢反。深邃皃，疾流也。	b071b011			306	1465
5_089_B11	v19#285	水	𤃳	Regular		孚園反。大波。	b071b013			306	1465
5_089_B12	v19#285	水	洶	Regular		詡鞏反。涌也。	b071b014			306	1465
5_089_B21	v19#285	水	涌	Regular		俞種反。盡也，滕也，泉白。〔湧：同上。〕	b071b021		有埋字B。	306	1465
5_089_B22	v19#285	水	湧	Embedded_clerical		湧：同上。	b071b022		埋字B。	306	1465
5_089_B23	v19#285	水	湁	Regular		創立弓。鼎沸徵。	b071b024		弓：當作反。	306	1465
5_089_B31	v19#285	水	涳	Regular		口江反。直流也。	b071b025			306	1466
5_089_B32	v19#285	水	溶	Regular		俞種反。波也，水盛也。	b071b031			306	1466
5_089_B41	v19#285	水	洌	Regular		力折反。寒皃，潔也。	b071b023			306	1465
5_089_B42	v19#285	水	汋	Regular		時灼反。好皃，水小声。	△			306	#N/A
5_089_B51	v19#285	水	渾	Regular		后昆反。大也，盛也，墜也。	b071b032			306	1466
5_089_B52	v19#285	水	淑	Regular		時六反。善也，清也，湛也。	b071b033			306	1466
5_089_B61	v19#285	水	澂	Regular		置陵反。清湛也。〔瀓：同上。澄：同上。〕	b071b041		有埋字B二字。	306	1466
5_089_B62	v19#285	水	瀓	Embedded_clerical		瀓：同上。	b071b042		埋字B。	306	1466
5_089_B63	v19#285	水	澄	Embedded_clerical		澄：同上。	b071b043		埋字B。	306	1466
5_089_B64	v19#285	水	清	Regular		且盈反。潔也，忿也，眼也，寒也，澄也，廁也，𥂖也。	b071b044			306	1466
5_090_A11	v19#285	水	湜	Regular		視力反。清見底，特正皃。〔㵓：同上。〕	b071b045		有埋字B。	306	1466
5_090_A12	v19#285	水	㵓	Embedded_clerical		㵓：同上。	b071b046		埋字B。	306	1466
5_090_A13	v19#285	水	潣	Regular		莫罪反，眉殞反。水浼也。	b071b047		潣	306	1466
5_090_A21	v19#285	水	滲	Regular		色蔭反。盡也，不漉也，書。	b071b051			306	1466
5_090_A22	v19#285	水	溷	Regular		胡困反。潰乱也，濁也，辱也。	b071b052			306	1466
5_090_A31	v19#285	水	淈	Regular		苦沒反。濁也，乱也，流也。	b071b053			306	1467
5_090_A32	v19#285	水	㳬	Regular		祀椽反，似緣反。逥流也。	b071b063			306	1467
5_090_A41	v19#285	水	漼	Regular		千罪反。深皃。〔㵏：或。〕	b071b064		有埋字B。	306	1467
5_090_A42	v19#285	水	㵏	Embedded_clerical		㵏：或。	b071b065		埋字B。	306	1467
5_090_A43	v19#285	水	淵	Regular		於玄反。深也。或渕。〔囦：古文。〕	b071b061		掲出字：原作渕。有埋字B。	306	1467
5_090_A44	v19#285	水	囦	Embedded_clerical		囦：古文。	b071b062		埋字B。	306	1467
5_090_A51	v19#285	水	瀰	Regular		莫尔莫啓反。深也，滿也。	b071b066			306	1467
5_090_A52	v19#285	水	𣴱	Regular		同上。亡尒反。〔潯：字林反。旁深也。〕	b071b071		有埋字A。	306	1467
5_090_A53	v19#285	水	潯	Embedded_clerical		潯：字林反。旁深也。	b071b072		埋字A。	306	1467
5_090_A61	v19#285	水	泙	Regular		帛明反。谷名。	b071b074			306	1468
5_090_A62	v19#285	水	泏	Regular		知律反。水出皃，漚池也。	b071b075			306	1468
5_090_B11	v19#285	水	澹	Regular		達濫反。動也。	b071b073			307	1468
5_090_B12	v19#285	水	瀳	Regular		才寸才見反。水至也。	b071b076			307	1468
5_090_B21	v19#285	水	洊	Regular		同上。洊仍也。	b071b081			307	1468
5_090_B211	v19#285	水	潪	Songben-Yupian		#	b071b082			307	1468
5_090_B22	v19#285	水	𤁰	Regular		直赤反。水得土阻。	b071b083			307	1468
5_090_B31	v19#285	水	滿	Regular		莫誕反。盈也，充也，實也。	b071b084		充：原作亥，誤。	307	1468
5_090_B32	v19#285	水	滑	Regular		獲八反。利也。	b071b085			307	1468
5_090_B41	v19#285	水	濇	Regular		所力反。不滑。	b071b091			307	1468
5_090_B42	v19#285	水	泆	Regular		余質反。水所蕩。	b071b092			307	1468
5_090_B51	v19#285	水	澤	Regular		直格反。先潤也，恩也，祿也。	b071b093			307	1469
5_090_B52	v19#285	水	淫	Regular		余斟反。浸潤也，大也，久也，霖也。	b071b094			307	1469
5_090_B61	v19#285	水	溽	Regular		如燭反。潤。	b071b101			307	1469
5_090_B62	v19#285	水	瀸	Regular		作廉反。清也，濡也，沒也。	b071b102			307	1469
5_091_A11	v19#285	水	潰	Regular		胡對反。乱也，漏也，遂也。	b071b103			307	1469
5_091_A12	v19#285	水	淺	Regular		此踐反。不深也。	b071b104			307	1469
5_091_A21	v19#285	水	沴	Regular		閭計反。水不利，氣相傷也，害也。	b071b105			307	1469
5_091_A211	v19#285	水	沵	Songben-Yupian		#	b072a011			307	1469
5_091_A22	v19#285	水	洔	Regular		之己反。小洲也，沚也。	b072a055			307	1471
5_091_A31	v19#285	水	渻	Regular		所景反。水出丘前也，滅也。	b072a012			307	1470
5_091_A32	v19#285	水	淖	Regular		女教反。和也，泥也，多也，弱衆也，濁也，濕也。	b072a013			307	1470
5_091_A41	v19#285	水	濢	Regular		且遂反。下濕。	b072a014			307	1470
5_091_A42	v19#285	水	涅	Regular		如結反。黑在水中，化也。	b072a021			307	1470
5_091_A51	v19#285	水	滋	Regular		子時反。液也，益也，長也，蕃也，旨也，蒔也。	b072a022			307	1470
5_091_A52	v19#285	水	𣴵	Regular		乎潰反。青黒也，大清也。	b072a023			307	1470
5_091_A521	v19#285	水	㳷	Songben-Yupian		#	b072a024			307	1470
5_091_A61	v19#285	水	浥	Regular		於立反。濕也，和氣也。	b072a025			307	1470
5_091_A62	v19#285	水	沙	Regular		所加反。小散破也。	b072a031			307	1470
5_091_B11	v19#285	水	𣲓	Regular		《說文》：〔瀨：力大反。水上沙也。〕沙字。	b072a032		有埋字A。	307	1470
5_091_B12	v19#285	水	瀨	Embedded_clerical		力大反。水上沙也。	b072a033		埋字A。	307	1470
5_091_B13	v19#285	水	濆	Regular		扶文反。涌泉也。	b072a042			307	1471
5_091_B21	v19#285	水	涘	Regular		事几反。水涯也。	b072a043			307	1471
5_091_B22	v19#285	水	汻	Regular		呼古反。水涯。	b072a034			307	1471
5_091_B31	v19#285	水	滸	Regular		今汻。	b072a041			307	1471
5_091_B32	v19#285	水	潨	Regular		在公反。小水入大水。	b072a045			307	1471
5_091_B41	v19#285	水	氿	Regular		君洧反。	b072a044			307	1471
5_091_B42	v19#285	水	氿	Regular		居洧反。泉也。	▽(b072a044)			307	#N/A
5_091_B51	v19#285	水	漘	Regular		時均反。涯也，溓也。	b072a052			307	1471
5_091_B52	v19#285	水	浦	Regular		配戶反。布也，水濱也，水涯也。	b072a053			307	1471
5_091_B61	v19#285	水	沚	Regular		諸以反。小渚也。	b072a054			307	1471
5_091_B62	v19#285	水	湀	Regular		口决反。間流泉。	b072a061			307	1472
5_092_A11	v19#285	水	沸	Regular		不謂反。湯。〔㵒：或。〕出也，波涌。	b072a062		有埋字B。	308	1472
5_092_A12	v19#285	水	㵒	Embedded_clerical		㵒：或。	b072a063		埋字B。	308	1472
5_092_A13	v19#285	水	派	Regular		普𢢣反。水別流。洈上文。	b072a064			308	1472
5_092_A21	v19#285	水	濘	Regular		奴定反。泥也，清也。	b072a065			308	1472
5_092_A22	v19#285	水	洼	Regular		烏蛙反。汙也。	b072a072			308	1472
5_092_A31	v19#285	水	漥	Regular		烏花反。小水也，下也。	b072a071			308	1472
5_092_A32	v19#285	水	滎	Regular		胡駒反，烏逥反。小水也，澤也。	b072a073		駒：疑當作駉。逥：上田作迴。呂同作。疑當作迥。	308	1472
5_092_A41	v19#285	水	瀅	Regular		烏逥反。藂字。	b072a074			308	1472
5_092_A42	v19#285	水	沼	Regular		之紹反。池。	b072a051			308	1471
5_092_A51	v19#285	水	潢	Regular		後光反。池也，積水。	b072a075			308	1472
5_092_A52	v19#285	水	湖	Regular		戶徒反。大陂。	b072a081		陂：原文似波。	308	1473
5_092_A61	v19#285	水	汥	Regular		渠知反。水流。	b072a082			308	1473
5_092_A62	v19#285	水	湄	Regular		莫龜反。水溓也。	b072a083			308	1473
5_092_B11	v19#285	水	𤃱	Regular		亦漏也。湄字。	b072a084			308	1473
5_092_B12	v19#285	水	洫	Regular		呼域反。壍廣深。	b072a085		域：原作“城”，誤。	308	1473
5_092_B21	v19#285	水	溝	Regular		古侯反。通川水也。	b072a091			308	1473
5_092_B22	v19#285	水	瀆	Regular		徒鹿反。	b072a093			308	1473
5_092_B31	v19#285	水	渠	Regular		其[ ]反。瀆也，大也。	b072a092		反切：脱下字。上田作其於。	308	1473
5_092_B32	v19#285	水	瀶	Regular		力金反。寒也，若也。	b072a094			308	1473
5_092_B41	v19#285	水	洐	Regular		胡康反。溝行水也。	b072a101			308	1473
5_092_B42	v19#285	水	澗	Regular		古骭反。山夾水也。	b072a102		夾：原作⿱土大。	308	1474
5_092_B51	v19#285	水	汕	Regular		所諫反。樔。	b072a103			308	1474
5_092_B52	v19#285	水	澳	Regular		於六反。隈也，濁也。	b072a104			308	1474
5_092_B61	v19#285	水	澩	Regular		胡角反。有水冬無水。〔㶅：或。〕	b072a105		有埋字B。	308	1474
5_092_B62	v19#285	水	㶅	Embedded_clerical		㶅：或。	b072b011		埋字B。	308	1474
5_092_B63	v19#285	水	𤅩	Regular		呼旱反。乾也。	b072b012			308	1474
5_092_B63-Miyazawa	v19#285	水	𤅽	Regular	宮		b072b012			308	1474
5_093_A11	v19#285	水	灘	Regular		他戰反。磧也。	b072b013			308	1474
5_093_A12	v19#285	水	決	Regular		古穴反。判也，決也，壞也，別也，断也，穿也。	b072b014		判：原作⿰关⺉。據圖書寮本《類聚名義抄》所引《玉篇》改。	308	1474
5_093_A21	v19#285	水	灓	Regular		力桓反。漏流也，沃也，清也。	b072b015			308	1474
5_093_A22	v19#285	水	滴	Regular		都歷反。瀝也。	b072b021			308	1474
5_093_A31	v19#285	水	𤁷	Regular		或上字。	b072b022			308	1474
5_093_A32	v19#285	水	㳻	Regular		辞故反。壅水也，優也。	b072b023			308	1474
5_093_A41	v19#285	水	澨	Regular		視𧜟反。水名也，水涯也。	b072b024			308	1475
5_093_A42	v19#285	水	注	Regular		之樹反。灌也，寫也，濱也。	b072b025			308	1475
5_093_A51	v19#285	水	𣵽	Regular		於吉反。灌也，美也。〔沃：同上。〕	b072b031		有埋字B。	308	1475
5_093_A52	v19#285	水	沃	Embedded_clerical		沃：同上。	b072b032		埋字B。	308	1475
5_093_A53	v19#285	水	津	Regular		子鄰反。潤也，因津本津。	b072b033			308	1475
5_093_A54	v19#285	水	𣸁	Omitted		Omitted	b072b034			308	1475
5_093_A61	v19#285	水	㶇	Regular		胡孟反。舩疾也，筏也，小津也。	b072b035			309	1475
5_093_A62	v19#285	水	渡	Regular		徒胡反。濟也，過也，去也。	b072b041			309	1475
5_093_B11	v19#285	水	泭	Regular		撫夫反。匹隅反。編木渡水，水名。〔𣻜：同上。〕	b077b086		有埋字B。匹：原作“凶”。	309	1537
5_093_B12	v19#285	水	𣻜	Embedded_clerical		𣻜：同上。	△		埋字B。	309	#N/A
5_093_B13	v19#285	水	淜	Regular		備袊反。河徒陟也。	b072b042			309	1475
5_093_B21	v19#285	水	沿	Regular		余穿反。從流而下。	b072b043			309	1476
5_093_B22	v19#285	水	泝	Regular		蘇故反。逆流上洄也。〔𣹫：同上。〕	b072b051		有埋字B。	309	1476
5_093_B23	v19#285	水	𣹫	Embedded_clerical		𣹫：同上。	△		埋字B。	309	#N/A
5_093_B23-Shirafuji	v19#285	水	㴑	Regular	白		△			309	#N/A
5_093_B31	v19#285	水	洄	Regular		胡雷反。逆流。	b072b052			309	1476
5_093_B32	v19#285	水	泳	Regular		為命反。漢廣也，潛也。	b072b053			309	1476
5_093_B41	v19#285	水	潛	Regular		似廉反。深也，隱也，洗也，止也，思也。	b072b054		廉：原作鹿。	309	1476
5_093_B42	v19#285	水	淦	Regular		胡南反。水入舩中泥也，沒也。	b072b055	Y19100001-1		309	1476
5_093_B51	v19#285	水	汵	Regular		或㝡也。〔泛：孚劒反。舟流皃。〕	△	Y19100002-1	有埋字A。	309	#N/A
5_093_B52	v19#285	水	泛	Embedded_clerical		泛：孚劒反。舟流皃。	b072b061	Y19100002-2	埋字A。	309	1476
5_093_B53	v19#285	水	汓	Regular		似流反。浮也，從流下浮。	b072b062	Y19100004-1		309	1477
5_093_B61	v19#285	水	泅	Regular		或又洇上文。	b072b063	Y19100006-1		309	1477
5_093_B62	v19#285	水	游	Regular		似周反。浮也。又斿。	b072b064	Y19100006-2		309	1477
5_094_A11	v19#285	水	砅	Regular		力𦋺反。度也，水至心為砅。〔濿：同上。〕	b072b072	Y19100006-3	有埋字B。	309	1477
5_094_A12	v19#285	水	濿	Embedded_clerical		濿：同上。	b072b073	Y19100008-1	埋字B。	309	1477
5_094_A13	v19#285	水	淒	Regular		且奚反。寒風也。	b072b074	Y19100008-2		309	1477
5_094_A21	v19#285	水	湊	Regular		青豆反。聚也，鏡也，進也，威也，㝡也。	b072b071	Y19100009-1		309	1477
5_094_A22	v19#285	水	湛	Regular		直斬反。水不流，安也，沒也，露盛皃。〔㴴：古文。〕	b072b075	Y19100011-1	有埋字B。	309	1478
5_094_A23	v19#285	水	㴴	Embedded_clerical		㴴：古文。	b072b081	Y19100012-1	埋字B。	309	1478
5_094_A31	v19#285	水	湮	Regular		於神反。沈也，下也，落也，沒也。	b072b082	Y19200013-1		309	1478
5_094_A32	v19#285	水	㲻	Regular		奴的反。溺也。	b072b083	Y19200014-1		309	1478
5_094_A41	v19#285	水	没	Regular		莫突反。失利也，溺也，貪也，堪也。	b072b084	Y19200015-1		309	1478
5_094_A42	v19#285	水	渨	Regular		於逥反。沒。	b072b092	Y19200018-1		309	1479
5_094_A51	v19#285	水	滃	Regular		烏孔反。谷吐氣處。	b072b091	Y19200018-2		309	1479
5_094_A52	v19#285	水	泱	Regular		於黨反。深廣。	b072b093	Y19200019-1		309	1479
5_094_A61	v19#285	水	渰	Regular		於斂反。雲皃。	b078b095	Y19200021-1		309	1546
5_094_A62	v19#285	水	澍	Regular		之樹反。時雨生万物。	b072b094	Y19200022-1		309	1479
5_094_B11	v19#285	水	溟	Regular		莫經反。小雨。	b072b101	Y19200022-2		309	1480
5_094_B12	v19#285	水	𣽤	Regular		所革反。小雨落也。	b072b102	Y19200024-1		309	1480
5_094_B21	v19#285	水	瀑	Regular		蒲到反。風皃也，清也，深也。	b072b104	Y19200024-2		309	1480
5_094_B22	v19#285	水	湒	Regular		子立反。沸也，雨下皃。	b073a011	Y19200025-1		310	1480
5_094_B31	v19#285	水	澬	Regular		子私反。水名，久雨也。	b072b103	Y19200025-2	子私：原作子𥝶。原本《玉篇》作字私。	310	1480
5_094_B32	v19#285	水	潦	Regular		良道反。盛水也。	b073a012	Y19200026-1		310	1480
5_094_B41	v19#285	水	濩	Regular		胡郭反。煑也，汙也。	b072b085	Y19200027-1		310	1479
5_094_B42	v19#285	水	涿	Regular		猪角反。水出或山。	b073a013	Y19200028-1		310	1481
5_094_B51	v19#285	水	𣄻	Regular		同上。	△	Y19200029-1		310	#N/A
5_094_B52	v19#285	水	瀧	Regular		力弓反。雨也，清也。	b073a014	Y19200029-2		310	1481
5_094_B61	v19#285	水	渿	Regular		奴太反。水波皃，補。	b073a021	Y19200030-1		310	1481
5_094_B62	v19#285	水	漊	Regular		力儒反。雨也。	b073a022	Y19200031-1		310	1481
5_095_A11	v19#285	水	滈	Regular		胡道反。久雨。	b079b032	Y19200031-2		310	1553
5_095_A12	v19#285	水	溦	Regular		莫非反。細雨。	b073a023	Y19200032-1		310	1481
5_095_A21	v19#285	水	浽	Regular		思微反。小雨。〔滖：同上。〕	b073a031	Y19200033-1	有埋字B。	310	1482
5_095_A22	v19#285	水	滖	Embedded_clerical		滖：同上。	b073a032	Y19200033-2	埋字B。	310	1482
5_095_A23	v19#285	水	浞	Regular		仕角反。清也。	b073a024	Y19200034-1		310	1481
5_095_A31	v19#285	水	濛	Regular		莫公反。微雨也。	b073a033	Y19200035-1		310	1482
