# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# YYP: Yuanben Yupian 原本玉篇 database
#
# *Yupian* 玉篇, original edition 原本. Gu Yewang 顧野王 of the Liang dynasty 梁, 543.
# This file is intended as a full-text entry-level dataset for the surviving old manuscript fragments preserved in Japan.
# The present transcription is still provisional and not yet fully proofread. Users must consult the facsimile reproductions
# and the published printed transcriptions when using the data for research purposes.
#
# Introduction to the *Yuanben Yupian* (YYP)
#
# The term Yuanben Yupian (原本玉篇, “original Yupian”) designates the tradition of Tang-dynasty manuscript copies of the Yupian,
# the lexicon compiled by Gu Yewang (顧野王) of the Liang dynasty. No complete scroll survives today; only fragments and partial
# rolls are extant. In Japan, surviving portions are today preserved in institutions such as the Daitōkyū Kinen Bunko, Waseda
# University, the Kyoto National Museum, Fujita Museum, Jingū Bunko, Daifukukō-ji, Kōzan-ji, and Ishiyama-dera. The current dataset
# contains 2,087 entry-level records. Known portions include juan 8 (Heart radical); juan 9, now divided among Waseda University,
# the Kyoto National Museum, and an untraced fragment; juan 18 latter portion (preserving radical 271 放部 through 274 工部,
# and radical 277 卜部 through 284 方部, including the 卜, 車, and 舟 sections); juan 19 (Water radical 285); juan 22
# (from radical 343 山部 through radical 356 厽部, ending at 參); juan 24 (Fish radical 397); and juan 27
# (from 糸部 425 through 索部 431). Many of these witnesses are designated
# National Treasures or Important Cultural Properties.
#
# As foundational resources for full-text transcription, the facsimile volumes published in the 1930s series Tōhō Bunka Sōsho
# (東方文化叢書) remain standard points of reference. Additional sources include the 1882 carved edition in Li Shichang and Yang
# Shoujing’s *Guyi Congshu* (古逸叢書), Luo Zhenyu’s 1917 facsimile edition, and the 1985 Zhonghua Shuju edition. The sectional
# sequence of juan 27 can be reconstructed by combining the Kōzan-ji and Ishiyama-dera manuscripts, while images of juan 9 are
# publicly available through Waseda University’s digital collection. Recent scholarship, notably Yao Yongming’s *Yuanben Yupian
# Canjuan Jiaozheng* (《原本玉篇殘卷校證》, 2023), has further advanced the collation and philological study of the surviving manuscripts.
#
# Version: 1.1.2
# Date: 23 May 2026
# Last update : 20 June 2026
#
# Copyright (c) 2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# File Format Information:
# Delimiter: Tab (\t)
# Encoding: UTF-8
# Header Row: The line immediately following these comment lines is the header row containing column names.
#
# Column Description:
# YYID              Item ID. Begins with `Y`, followed by volume and location-based numbering as assigned in the working data.
# YY_vol_radical    Volume and radical number, e.g. `v08#088`, `v27#425`.
# Entry             Headword.
# Lv_page           Page or location reference used in the Lü Hao (Lv Hao) 呂浩 reference framework.
# Yao_page          Page or location reference used in the Yao Yongming 姚永銘 reference framework; available only for a small portion of the dataset.
# YY_def            Definition of pronunciation, meaning, variants, and citations.
# YY_remarks        Editor's notes and structural notes in the working data.
# TBID              Cross-reference ID to `KTB.tsv` when available.
# SYID              Cross-reference ID to `SYP.tsv` when available; `△` indicates no direct correspondence was assigned in the current data.
# YY_img_filename   Image filename corresponding to the entry in the current image set; this refers to an internal working image set, not publicly released.
#
# Data Conventions:
# - Empty fields are represented by an empty string ("").
# - Cross-reference columns (`TBID`, `SYID`) preserve the current working values as-is.
# - `YY_def` retains punctuation, omission markers, and editorial signs exactly as entered in the source spreadsheet.
# - `YY_remarks` retains current editorial comments, including notes such as `重文`, `有再注字`, `字体注`, and `原本補入`.
#
# Primary Sources:
# - Surviving manuscript fragments of the original *Yupian* preserved in Japan, including vols. 8, 9, 18, 19, 22, 24, and 27.
# - Major holders include Kōzan-ji 高山寺, Ishiyama-dera 石山寺, Waseda University, Kyoto National Museum, Fujita Museum, Jingū Bunko, Dai Tōkyū Kinen Bunko, and Daifukukō-ji.
#
# Reproductions and Reference Editions:
# - 黎庶昌・楊守敬『古逸叢書』所収『原本玉篇』, 1882.
# - 羅振玉跋『原本玉篇残巻』, 1917.
# - 東方文化叢書第六所収の各巻影印, 東方文化学院, 1933-1935.
# - 『原本玉篇残巻』, 中華書局, 1985.
#
# Editions and annotated studies
# - Okai Shingo, *Gyokuhen no Kenkyū* (『玉篇の研究』), The Toyo Bunko, 1933.
# - Mabuchi Kazuo, “Gyokuhen Itsubun Hosei” (「玉篇佚文補正」), *Tokyo Bunrika Daigaku Kokugo Kokubun Gakkai Kiyō* (『東京文理科大学国語国文学会紀要』), 3: 1–153, 1952.
# - Kōzanji Tenseki Monjo Sōgō Chōsadan, *Kōzanji Kojisho Shiryō Daiichi* (『高山寺古辞書資料第一』), University of Tokyo Press, 1977.
# - Hu Jixuan, *Yupian Jiaoshi* (《玉篇校釋》), Shanghai Guji Chubanshe, 1989.
# - Zang Kehe, *Zhonggu Hanzì Liubian* (《中古漢字流變》), East China Normal University Press, 2008.
# - Lv Hao, *〈Yupian〉 Wenxian Kaoshu* (《〈玉篇〉文獻考述》), Shanghai People’s Publishing House, 2018.
# - Yao Yongming, *Yuanben Yupian Canjuan Jiaozheng* (《原本玉篇殘卷校證》), Zhejiang Guji Chubanshe, 2023.
#
# This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526, 23K17500 and 25K00466.
#
# Notes:
# - `Yao_page` remains a work-in-progress reference field.
#
YYID	YY_vol_radical	Entry	Lv_page	Yao_page	YY_def	YY_remarks	TBID	SYID	YY_img_filename
Y22000200-2	v22#347	龐	226		薄公薄江二反。《毛詩》：四壮龐〻。《傳》：曰，充實也。《說文》：高屋也。《字書》：古文為䮾字。在馬部。《漢書》：九眞郡，有都龐縣，音龍也		6_009_A11	c015a092	Y22-12-13-2.jpg
Y22000202-1	v22#347	廮	226		於整反。《說文》：安山也，鉅鹿有廮陶縣也		6_009_A12	c015a093	Y22-12-15-1.jpg
Y22000202-2	v22#347	底	226		都礼反。左傳，物乃底伏。杜預曰：底山也。又曰：勿使有所應閇淋底以雲其體。杜預曰：底滯也。《說文》：止居〻也，一曰，下也。野王案：淮南上窮至高之末下測至深之底是也		6_009_A21	c015a094	Y22-12-15-2.jpg
Y22000204-1	v22#347	𢇷	226		薄達反。《毛詩》：邵佰所𢇷。《傳》：曰，草舍也，今或為茇字。在草部也		6_009_A22	c015a101	Y22-13-01-1.jpg
Y22000204-2	v22#347	㢞	226		餘力反。《說文》：行屋下〓也。《蒼頡篇》：謹敬皃也。野王案：今亦為翼字。在羽部也		6_009_A31	c015a012	Y22-13-01-2.jpg
Y22000205-1	v22#347	庳	226		禆弭反。《周礼》：原隰之民豊内而庳。鄭玄曰：庳猶短也。《左氏傳》：宮室卑庳無觀臺榭。野王案庳猶卑也。《礼記》：若登高必自庳是也。《國語》：松栢不生庳，賈逵曰城上俾倪也。《說文》：中休舍也一日屋下也。		6_009_A32	c015a102	Y22-13-02-1.jpg
Y22000207-1	v22#347	庇	226		鄙冀反。國語先諸民而後而庇馬，賈逵曰庇猶麻礼，孔子曰雖有庇人之大德不敢有君民之小心。鄭玄曰：庇覆也。《尓雅》：庇廕也。《方言》：庇寄也，齊衛宗魯陳晉潁荊州江淮之間曰庇。		6_009_A41	c015a103	Y22-13-04-1.jpg
Y22000210-1	v22#347	庤	226		直几反。《尚書》：庤乃糗糧。孔安國曰：庤儲也。《毛詩》：庤乃錢鏄。《傳》：曰庤具也。《尓雅》：亦云郭璞曰謂備具也。《說文》：儲買屋下也，或為㑏字在人部，或為䝰字在具部，古文為畤字在田部也。		6_009_A42	c015a104	Y22-13-07-1.jpg
Y22000212-1	v22#347	庶	227		詩豫反。《毛詩》：求我庶土。《傳》：曰庶衆也。又曰庶見素冠子。《傳》：曰庶幸也。《尓雅》：亦云郭璞曰庶幾儌辛也。又曰為豆孔庶。《傳》：曰庶羞也，奢侈也。《尓雅》：庶幾尚也。郭璞曰詩云不尚息烏是也。《國語》：庶可已乎，賈逵曰庶冀也。野王案《左氏傳》：庶兔於難是也。《周礼》：宮佰掌王宮之士庶子凡在版者，鄭衆曰庶子宿衛之官也。鄭玄曰：謂王官之士，宮中諸吏適子也，庶子其支庶喪服傳庶子不得為長子三年。鄭玄曰：為父後者之弟也，士謂之衆子未能遠別也，大夫即謂之庶子降之為大功。《左氏傳》：三后之姓於今為庶。杜預曰：三后虞夏商也。野王案不与天子同姓為庶姓。又曰薛庶姓也是也，又音章豫反。《周礼》：庶士掌除毒蠱以故說禬之以嘉草功之。鄭玄曰：讀如藥翥驅除毒蠱之言也攻說祈名也，祈其神求去之也，嘉草藥物其狀未聞攻之謂熏之也。又曰翦氏掌凡庶蠱之事。鄭玄曰：庶除蠱蟲之類也。野王案藥盛翥，埤蒼為蟅字在由部也。		6_009_A51	c015b011	Y22-13-09-1.jpg
Y22000220-1	v22#347	廔	227		力侯反。《說文》：屋蟲廔也，一曰春也。		6_009_A52	c015b012	Y22-14-01-1.jpg
Y22000220-2	v22#347	㢈	227		徒雷反。《說文》：屋從上頃下也。《聲類》：㢈𡑅也，今為⿰阝＋責（隤）字在阜部也。		6_009_A61	c015b013	Y22-14-01-2.jpg
Y22000221-1	v22#347	廢	227		甫吠反。《周礼》：八則三曰廢去。《公羊傳》：廢其无聲者何休曰，廢買也者置不去亝人語也。《礼記》：教之所由廢。鄭玄曰：廢滅也，人曰君子遵道而行半⿰阝+会而廢而不能也。鄭玄曰：廢猶罷止也。《尓雅》：廢舍也。郭璞舍放置也。又曰廢大也。野王案《毛詩》：廢為殘賊是也。《說文》：屋頓也，固疾為廢字在疒部也。		6_009_A62	c015b014	Y22-14-02-1.jpg
Y22000225-1	v22#347	庮	227		餘周反。《周礼》：牛夜鳴即庮。鄭衆曰：朽木易（臭）也。《鄭玄注礼記》：曰：惡臭也。《春秋傳》：一董一庮是(!)是也。《說文》：屋木也。		6_009_B11	c015b021	Y22-14-06-1.jpg
Y22000226-1	v22#347	廑	228		奇陣反。少劣之居也。《廣雅》：廑蔭也。野王案，此亦僅字也。僅才能也。在人部。或爲字㝻在少部。		6_009_B12	c015b022	Y22-14-07-1.jpg
Y22000228-1	v22#347	𢉥	228		烏達反。《說文》：遅（《說文》：作屋）迫也。		6_009_B21	c015b023	Y22-14-09-1.jpg
Y22000228-2	v22#347	𢊀	228		思移反。《左氏傳》：晉侯方築𢊀祁之宫。杜預曰：也，宮名也，在絳西卅里臨汾水。《字書》：為⿰石+𢊀布右部。		6_009_B22	c015b031	Y22-14-09-2.jpg
Y22000229-1	v22#347	㡿	228		齒亦反。《左氏傳》：㡿山澤之險。杜預曰：㡿候也。又曰𠖌盜充而㡿煞，劉兆曰㡿指也，楚辞㡿遂鴻鵠近鴟？梟。野王案㡿猶䟽之也。《史記》：奏女必貴而夫人㡿矣是也，淮南㡿廓四方八極，許叔重曰㡿祏也。《漢書》：乘舉（輿）㡿馬，音義曰㡿不用也。《說文》：㡿却屋也，蒼頡篇㡿稀大也。《廣雅》：㡿准也。		6_009_B31	c015b032	Y22-14-10-1.jpg
Y22000232-1	v22#347	廞	228		欣音反。《尓雅》：廞興也，周官司裘之儀大喪廞喪。鄭玄曰：興者若詩之興之，廞謂象似而作之者也。又曰大喪師⿱鼓+酉而廞作雍謐。鄭玄曰：興者言之行也，故詩作注，鄭衆曰注陳也。《說文》：陳興服於庭。		6_009_B32	c015b035	Y22-14-13-1.jpg
Y22000235-1	v22#347	廟	228		靡召反。《尚書》：七世之庿可以觀德。孔安國曰：天子七庿有德之主則為宗其庿干不毀。《尓雅》：室有東西廂曰廟，韓詩鬼神所居曰庿神。《礼記》：夫子七庿三昭三穆与大祖之庿而三士一庿。鄭玄曰：此同（周）制也，殷即六庿之也《白虎通》：曰先祖之尊皃所在也。		6_009_B41	c015b033	Y22-14-16-1.jpg
Y22000238-1	v22#347	庿	228		《說文》：古文廟字也。		6_009_B42	c015b034	Y22-15-02-1.jpg
Y22000238-2	v22#347	廫	228		力彫反。《說文》：空盧(虛)。《尚書》：大傳庿者皃也，其以皃以皃言之也。《白虎通》：曰先祖之尊皃所在也。力彫反。《說文》：空盧(虛)也。野王案亦𡽐字也，在屵部。	掲出字、重複掲出。	6_009_B43	c015b041	Y22-15-02-2.jpg
Y22000240-1	v22#347	廖	228		？（亦）廫字也，亦人姓也，後漢有廖謀蜀有主，音？（力）救反也。		6_009_B51	c015b042	Y22-15-04-1.jpg
Y22000240-2	v22#347	庥	228		盧鳩反。《尓雅》：庥應也。郭璞曰今俗人呼樹隂為庥。《說文》：亦休字也，息也，在木部也。		6_009_B52	c015b043	Y22-15-04-2.jpg
Y22000241-1	v22#347	廂	228		思楊反。《尓雅》：室有東西廂曰庿，无東西廂曰寢。郭璞曰夹室前堂也，埤蒼廂序也。野王案楚辞蒺藜𦽦（蔓）草東廂是。		6_009_B61	c015b045	Y22-15-05-1.jpg
Y22000242-1	v22#347	廓	229		口郭反。《尓雅》：廓大也，孔《礼記》：祥而廓然。鄭玄曰：憂悼在心之皃也。《方言》：張小使大東或謂之郭。《廣雅》：廓謂之廓又曰𣫍（劒？）削自閞而東或謂之廓。《廣雅》：廓空也。		6_009_B62	c015b044	Y22-15-06-1.jpg
Y22000244-1	v22#347	庬	229		亡江亡頃反。《毛詩》：為下囿駿庞。《傳》：曰庞厚也，韓詩庞寵也。《尓雅》：尨大也又曰庞有也。郭璞曰大為有无也。《方言》：凡物之大皃曰豊，庞深之大也。又曰豊也，秦晉凡大皃謂之庞。《說文》：為庞字在厂部。雜乱之庞為牻字在牛部。		6_010_A11	c015b051	Y22-15-08-1.jpg
Y22000247-1	v22#347	𢋮	229		先戰反。《廣雅》：𢋮舍也。《字書》：𢋮廡也。		6_010_A12	c016b017	Y22-15-11-1.jpg
Y22000247-2	v22#347	𢈠	229		千皼反。《廣雅》：舍也。《埤蒼》：下屋也。		6_010_A21	c015b053	Y22-15-11-2.jpg
Y22000247-3	v22#347	䵇	229		《字書》：亦䵇也。	䵇：當作𢋮。𢋮（前々項）之異体字。残巻本文、誤配列。	6_010_A22	c016b018	Y22-15-11-3.jpg
Y22000248-1	v22#347	廲	229		力⿱一+ム+天（奚）反。《埤蒼》：广廲廔綺窓也。		6_010_A31	c015b054	Y22-15-12-1.jpg
Y22000248-2	v22#347	庘	229		於甲反。《埤蒼》：庘㢒庵庛欲壞也。		6_010_A32	c015b055	Y22-15-12-2.jpg
Y22000248-3	v22#347	㢒	229		仕加反。《埤蒼》：欲壞也。		6_010_A41	c015b061	Y22-15-12-3.jpg
Y22000249-1	v22#347	廝	229		思移反。《公羊傳》：廝伇⿸广+邑（扈）養何休曰刈草為防者曰廝。《廣雅》：廝使也。《字書》：廝伇也。野王案謂賤伇也。《史記》：門蘭之廝是也，或為㒋字在人部也。		6_010_A42	c015b062	Y22-15-13-1.jpg
Y22000250-1	v22#347	廋	229		所留反。《左氏傳》：曰廋逽（匿）。杜預曰：廋隐也。《論語》：人烏廋㦲。孔安國曰：廋逽也，楚辞步從容於山廋。王逸曰廋隈也。《方言》：廋求也，秦晉之間廋就室求曰廋。野王案莊子廋國中三日是也。《字書》：廋索也，數閡之廋為搜字。在手部，春獀字字在犬部也。		6_010_A51	c015b063	Y22-15-14-1.jpg
Y22000253-1	v22#347	𢉿	229		莫嫁反。《廣雅》：𢉿庵也。		6_010_A52	c015b064	Y22-15-17-1.jpg
Y22000253-2	v22#347	㢓	229		之讓反。《埤蒼》：㢓𦿔也。《字書》：亦障字也。障𨽦也。在阜部。		6_010_A61	c015b071	Y22-15-17-2.jpg
Y22000253-3	v22#347	𢊓	229		力三反。《蒼頡篇》：𢊓棱也。《說文》：古文藍字也，籃大籚也。在竹部。	呂姚倶作“𢉧”。ロヨウトモサク	6_010_A62	△	Y22-15-17-3.jpg
Y22000254-1	v22#347	廎	230		空井反。《說文》：亦高字也，高小堂也在高部		6_010_B11	△	Y22-15-18-1.jpg
Y22000255-1	v22#347	㡯	230		直格反。说文古文㡯〔宅〕字也，宅居也，在門部。《字書》：或古文度字也，度法制也，揆也，音徒故直落二反。在又部。野王案古文《尚書》：皆以為度字也。		6_010_B12	△	Y22-16-01-1.jpg
Y22000256-1	v22#347	庀	230		平婢反。《周礼》：庀其委積，鄭衆曰庀具也。《左氏傳》：子木使庀蕑核也。《國語》：將左季氏元政，賈逵曰庀猶理也。《字書》：古文訛字也，在言部也。		6_010_B21	c016a057	Y22-16-02-1.jpg
Y22000258-1	v22#347	庽	230		娛勾反。《說文》：亦寓字也，寓寄也。在山部也。		6_010_B22	△	Y22-16-04-1.jpg
Y22000258-2	v22#347	𢇫	230		方拱反。《字書》：或覂字也。覂䨱也。在西部也。		6_010_B31	△	Y22-16-04-2.jpg
Y22000259-1	v22#347	庣	230		吐尭反。《字書》：或祧字也，？遷主所蔵之廣也，在示部。		6_010_B32	△	Y22-16-05-1.jpg
Y22000260-1	v22#347	廯	230		田踐反。《廣雅》：廯倉也，埤蒼廯？廩也。		6_010_B41	c015b073	Y22-16-06-1.jpg
Y22000260-2	v22#347	廘	230		力木反。國語币也无赤米而園鹿空虛。賈逵曰：鹿〻也。《廣雅》：具也，曰鹿廣蒼廘倉也。		6_010_B42	c015b074	Y22-16-06-2.jpg
Y22000261-1	v22#347	廕	230		猗禁反。《埤蒼》：廕庇也。《字書》：蔭字。在草部。或為𥚱字。在示部。		6_010_B51	c015b075	Y22-16-07-1.jpg
Y22000262-1	v22#347	𢉨	230		力袜反。《廣雅》：𢉨庵也。		6_010_B52	c015b072	Y22-16-08-1.jpg
Y22000262-2	v22#347	㢖	230		方安反。《埤蒼》：㢖時居也。		6_010_B61	c015b081	Y22-16-08-2.jpg
Y22000262-3	v22#347	廊	230		力唐反。《周書》：凡五官明堂咸有重廊。野王案：《漢書》：陳廊廡下是也。《國語》：謀之廊庿失之中原。野王案：《漢書》：廊庿〻之材非一木之枝是也。《淮南》：桀為象廊。許叔重曰：廊屋也。		6_010_B62	c015b082	Y22-16-08-3.jpg
Y22000264-1	v22#347	廈	230		胡嘏反。《礼記》：若覆廈屋者。鄭玄曰：廈今之門廡其形㝑廣而也。野王案：淮南大廈成而𪈏雀相賀是也。		6_011_A11	c015b083	Y22-16-10-1.jpg
Y22000265-1	v22#347	康	230		苦廊反。《尚書》：五福三曰康寧。孔安國曰：无疾病也。又曰庶來康㦲。孔安國曰：康安樂也。《周易》：康侯用錫馬，王弼曰康？美之名猶褒大也，大戴礼令民安樂曰康。《尓雅》：靜也。郭璞曰謂安靜也。又曰道五達謂之達康。郭璞曰史記所謂康莊之衢也，謚法渕源流通曰康，溫良好樂曰康，安樂撫民曰飢虛之康為㱂字在字在欠部，水深虛為漮字在水部，屋空虛為㝩字在宀部，康瓠？𤮴字在瓦部也。		6_011_A12	△	Y22-16-11-1.jpg
Y22000269-1	v22#347	店	231		都念反。《字書》：或坫字也，坫反⿱雨+𡬠？爵坫也在土部。		6_011_A21	c015b084	Y22-16-15-1.jpg
Y22000270-1	v22#347	𢈟	231		助雉反。《字書》：或俟字也，俟待也，在人部，或為竢在立部或為⿰戶+毛字在戶部。		6_011_A22	c015b085	Y22-16-16-1.jpg
Y22000271-1	v22#347	𢈈	231		居邑反。《字書》：古文給守也，給相足也在糸部。		6_011_A31	c016b011	Y22-16-17-1.jpg
Y22000271-2	v22#347	廜	231		達胡反。《廣雅》：⿸广+昬㢝庵也。		6_011_A32	c015b086	Y22-16-17-2.jpg
Y22000272-1	v22#347	㢝	231		息胡反。《廣雅》：𢉜㢝也。		6_011_A41	c015b091	Y22-17-01-1.jpg
Y22000272-2	v22#347	庲	231		力臺反。《廣雅》：庲合也。《埤蒼》：長庲臺齊景公作也。《說文》：古文𥼆字也，𥼆強毛起也。在𥼆部。或為？二毛字。在毛部。或為䋱字。在糸部。		6_011_A42	c015b092	Y22-17-01-2.jpg
Y22000273-1	v22#347	庈	231		渠金反。《左氏傳》：有費庈父也。		6_011_A51	c015b093	Y22-17-02-1.jpg
Y22000274-1	v22#347	庛	231		雌漬反。《考工記》：車人為耒庛長尺有一寸堅地欲直庛之庛謂未下枝者也。鄭玄曰：讀如棘⿰来+刂之⿰来+刂〻来下前〻下曲接耜【原文異體字】者也。		6_011_A52	c015b094	Y22-17-03-1.jpg
Y22000275-1	v22#347	庪	231		居毀反。《尓雅》：祭山曰庪縣。郭璞曰：或縣也，山經縣以吉王是也。《音義》：曰：詩推度灾云封庪縣山小祭也。野王案：猶庪閣也。鄭玄注《礼記》：始死之奠其餘閣也，与以為庪蔵食物者也。《淮南》：豉字。在立部。古文為掎字。在手部也。		6_011_A61	c015b101	Y22-17-04-1.jpg
Y22000277-1	v22#347	𢉠	231		胡甫反。《聲類》：古文㝢字也，㝢大也，居也，邊在宀部。		6_011_A62	c015b102	Y22-17-06-1.jpg
Y22000278-1	v22#347	庵	231		於含反。《礼記》：書云高宗諒闇三年不言。鄭玄曰：涼古文作梁，闇讀如鶉侖之⿰侖+鳥謂埤蒼𢉨也。《廣雅》：庵舍也。		6_011_B11	c015b104	Y22-17-07-1.jpg
Y22000280-1	v22#347	庱	231		耻陵反。吴志孫權射虎於？庱高。		6_011_B12	c015b105	Y22-17-09-1.jpg
Y22000280-2	v22#347	庨	231		呼交反。西京賦枍詣承光，暌⿱日+衣？罛庨豁，薛綜曰皆形皃也。		6_011_B21	c015b106	Y22-17-09-2.jpg
Y22000283-1	v22#348	厂	231		呼旦反。《說文》：山石之崖巖，人可居者也。		6_011_B31	c016b021	Y22-17-12-1.jpg
Y22000283-2	v22#348	厈	231		《字書》：籀文厂字也。		6_011_B32	c016b022	Y22-17-12-2.jpg
Y22000283-3	v22#348	厓	232		五佳反。《尓雅》：，涘為厓。郭璞曰，謂水邊也。《說文》：上邊也。《廣雅》：厓方也，或為涯字在水部。		6_011_B41	c016b031	Y22-17-12-3.jpg
Y22000284-1	v22#348	厜	232		視䂓反。《尓雅》：崒者厜㕒。郭璞曰謂山𨕱頭巉喦。	𨕱、原作⿱山+辶+夅。	6_011_B42	c016b033	Y22-17-13-1.jpg
Y22000285-1	v22#348	㕒	232		語奇反。《尓雅》：，厜㕒也。		6_011_B51	c016b034	Y22-17-14-1.jpg
Y22000285-2	v22#348	𠪚	232		五敢口敢二反。《說文》：𠪚崯也，一曰山石也。		6_011_B52	c016b032	Y22-17-14-2.jpg
Y22000285-3	v22#348	厬	232		有鮪反。《尓雅》：，水淮曰厬。郭璞曰，謂水淮盡也。《說文》：左出果也，或為汎(氿)字在水部。	出、原作岀。	6_011_B61	c016b035	Y22-17-14-3.jpg
Y22000286-1	v22#348	㕆	232		胡土反。《說文》：㕆美石也。		6_011_B62	c016b024	Y22-17-15-1.jpg
Y22000286-2	v22#348	厥	232		居越反。《尚書》：以殷仲春厥民析拒。孔安國：月𠪢其也。《呂氏春秋》：其所義甚𠪢其所甚𣲭。高誘曰：𠪢短也。《說文》：發石也。《聲類》：或為欮字。在欠部。古文為[𨈐]字。在牛(氏)部。	拒、衍か。欮、原作⿰主欠。	6_012_A11	c016b041	Y22-17-15-2.jpg
Y22000288-1	v22#348	厎	232		之視反。《尚書》：乃言五厎可績。王肅曰：厎致也。《毛詩》：靡所㕇止。《傳》：曰，厎至也。又曰：周道如厎。《傳》：曰：厎貢賦均也。《左氏傳》：居鄉以厎日。杜預曰：厎平也。《尓雅》：，厎侍。郭璞曰，至〻侍也。《國語》：玄處久將厎是也。《說文》：柔石也。《蒼頡篇》：摩庽也。今並以厎厲為砥字。在石部。		6_012_A12	c016b042	Y22-17-17-1.jpg
Y22000291-1	v22#348	厱	232		來甘反。《說文》：厱諸治玉石也。《字書》：或為⿰夕僉字在夕部。	⿰夕僉、不審。殮か。	6_012_A21	c016b043	Y22-18-03-1.jpg
Y22000291-2	v22#348	厲	232		力逝反。《尚書》：予冈厲煞人。孔安國曰：厲虐也。《周礼》：曰司厲掌盜賊之住器貨賄辨其物。鄭玄曰：犯政為惡曰厲。又曰山虞掌常山林之政令物為之厲。鄭玄曰：每物為〻藩男也，鄭衆曰厲遮迾守之也。《毛詩》：以謹醜厲。《傳》：曰厲危也也。又曰胡然厲矣。《傳》：曰厲惡也。又曰垂帶而厲。《傳》：曰待之垂著也。《戔》：云：如？鞶必垂厲以為餝字，當作裂。《韓詩》：厲弥？蕤也，曰在被淇厲冰絕石曰，劉兆曰：厲咸略。《論語》：聽其〻也厲，鄭玄厲而不爽曰。王逸曰厲烈也，其味清烈也。又曰神⿰氵+守游以高厲玄曰厲玄【取消】嚴⿱夹+力+心也。《左氏傳》：与其素厲寧為无勇。杜預曰：厲猛也，楚辞厲而不爽。王逸曰厲烈也，其味清列也。又曰神浮游以高厲。王逸曰厲高曰厲而遠行也。《尓雅》：厲作也。郭璞曰榖梁傳始厲樂矣是也。《方言》：厲為也，吴曰厲。郭璞曰為亦作也。又曰厲今也厲。《廣雅》：厲高也上近也合也短也方也，謚法？愎佷遂過曰厲暴慢无親曰厲，煞戮不辜曰厲不恩忘愛曰厲。《說文》：厲摩石也。野王案：今為礪字。在石部。涉水之厲為濿字。在水部。疾病之厲為厲字。在疒部。アミ		6_012_A22	c016b051	Y22-18-03-2.jpg
Y22000301-1	v22#348	𧓽	233		《說文》：亦厲字也。		6_012_A31	c016b052	Y22-18-13-1.jpg
Y22000302-1	v22#348	厤	233		来的反。《說文》：靡一治也，古文《尚書》：以此為𪎗象日月星辰之𪎗字。在日部。		6_012_A32	c016b044	Y22-18-14-1.jpg
Y22000302-2	v22#348	𠪙	233		舒里反。《說文》：𠪙石利也。		6_012_A41	c016b053	Y22-18-14-2.jpg
Y22000303-1	v22#348	厗	233		徒泥反。《說文》：唐厗也，埤蒼石也。《字書》：古文舒字也，鎕銻火斉也，鎕銻瓷也在金部。		6_012_A42	c016b054	Y22-18-15-1.jpg
Y22000304-1	v22#348	㕇	233		力答反。《說文》：石聲也。《字書》：亦拉字也，拉亦摧也在手部。		6_012_A51	c016b055	Y22-18-16-1.jpg
Y22000304-2	v22#348	𠩫	233		午的反。《說文》：石地也。		6_012_A52	c016b061	Y22-18-16-2.jpg
Y22000304-3	v22#348	㕋	233		奇禁反。《說文》：石地也。		6_012_A61	c016b023	Y22-18-16-3.jpg
Y22000305-1	v22#348	㕊	233		妨俱反。《說文》：石間見也。		6_012_A62	c016b062	Y22-18-17-1.jpg
Y22000305-2	v22#348	厝	233		且洛反。《說文》：厲石也。《詩》：云：他山也。古可以為厝。今並為錯右【取消】右【旁】。在金部。		6_012_B11	c016b063	Y22-18-17-2.jpg
Y22000306-1	v22#348	厖	233		反《說文》：石大也。野王案亦厐字也，厐亦厚也，豊也，在廣部也。		6_012_B12	c016b064	Y22-19-01-1.jpg
Y22000307-1	v22#348	𠩘	233		諧来反。《說文》：𠩘𠪮也。		6_012_B21	c016b065	Y22-19-02-1.jpg
Y22000307-2	v22#348	厞	233		浮畏反。《尓雅》：厞隐也。郭璞曰儀礼云厞用席是也，楚辞隐思君子厞側。王逸曰厞陋也，或𩇪字在巾部也。		6_012_B22	c016b066	Y22-19-02-2.jpg
Y22000308-1	v22#348	𠪮	233		孚赤反。《左氏傳》：𠪮君之執事。杜預曰：𠪮陋也。《楚辞》：⿸广邑(扈)江離与廦芷。王逸曰：𠪮幽也。野王案：幽亦隱蔽也。《礼記》：曰：隱𠪮而後屨是也。《說文》：𠪮厌也。耶𠪮爲僻字，在人部。	後、原本似浚。	6_012_B31	c016b067	Y22-19-03-1.jpg
